Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28132680,MALARIA_IPTP3_COVERAGE,COUNTRY,KEN,YEAR,2013,13.4,0.13397,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132681,MALARIA_IPTP3_COVERAGE,COUNTRY,KEN,YEAR,2012,10.9,0.10855,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132682,MALARIA_IPTP3_COVERAGE,COUNTRY,KEN,YEAR,2011,8.3,0.08314,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132683,MALARIA_IPTP3_COVERAGE,COUNTRY,KEN,YEAR,2010,6.9,0.069,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132684,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2020,39,0.38974,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132685,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2019,41,0.41025,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132686,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2018,41.1,0.41147,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132687,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2017,4.5,0.04535,2022-03-02T14:06:59Z,2017,01-01-17,31-12-17
28132688,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2016,0,0,2022-03-02T14:06:59Z,2016,01-01-16,31-12-16
28132689,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2015,0,0,2022-03-02T14:06:59Z,2015,01-01-15,31-12-15
28132690,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2014,0,0,2022-03-02T14:06:59Z,2014,01-01-14,31-12-14
28132691,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2013,0,0,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132692,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2012,0,0,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132693,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2011,0,0,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132694,MALARIA_IPTP3_COVERAGE,COUNTRY,LBR,YEAR,2010,0,0,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132695,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2020,32.7,0.32678,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132696,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2019,26.9,0.2689,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132697,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2018,21.1,0.21061,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132698,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2017,10.7,0.1069,2022-03-02T14:06:59Z,2017,01-01-17,31-12-17
28132699,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2016,15.4,0.15392,2022-03-02T14:06:59Z,2016,01-01-16,31-12-16
28132700,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2015,7.5,0.07469,2022-03-02T14:06:59Z,2015,01-01-15,31-12-15
28132701,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2014,0,0,2022-03-02T14:06:59Z,2014,01-01-14,31-12-14
28132702,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2013,0,0,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132703,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2012,0,0,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132704,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2011,0,0,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132705,MALARIA_IPTP3_COVERAGE,COUNTRY,MDG,YEAR,2010,0,0,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132706,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2020,32.3,0.32291,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132707,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2019,39.7,0.39705,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132708,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2018,40.1,0.40062,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132709,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2017,23.3,0.23311,2022-03-02T14:06:59Z,2017,01-01-17,31-12-17
28132710,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2016,27.4,0.27379,2022-03-02T14:06:59Z,2016,01-01-16,31-12-16
28132711,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2015,16.1,0.16121,2022-03-02T14:06:59Z,2015,01-01-15,31-12-15
28132712,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2014,0,0,2022-03-02T14:06:59Z,2014,01-01-14,31-12-14
28132713,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2013,0,0,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132714,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2012,0,0,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132715,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2011,0,0,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132716,MALARIA_IPTP3_COVERAGE,COUNTRY,MLI,YEAR,2010,0,0,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132717,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2020,47.1,0.47126,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132718,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2019,45.2,0.4517,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132719,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2018,40.6,0.406,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132720,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2017,36.3,0.36297,2022-03-02T14:06:59Z,2017,01-01-17,31-12-17
28132721,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2016,31.9,0.31861,2022-03-02T14:06:59Z,2016,01-01-16,31-12-16
28132722,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2015,23.3,0.233,2022-03-02T14:06:59Z,2015,01-01-15,31-12-15
28132723,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2014,23,0.22988,2022-03-02T14:06:59Z,2014,01-01-14,31-12-14
28132724,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2013,18.6,0.18551,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132725,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2012,14.1,0.14115,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132726,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2011,9.5,0.095,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132727,MALARIA_IPTP3_COVERAGE,COUNTRY,MOZ,YEAR,2010,5.2,0.05242,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132728,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2020,0,0,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132729,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2019,0,0,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132730,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2018,0,0,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132731,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2017,0,0,2022-03-02T14:06:59Z,2017,01-01-17,31-12-17
28132732,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2016,0,0,2022-03-02T14:06:59Z,2016,01-01-16,31-12-16
28132733,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2015,0,0,2022-03-02T14:06:59Z,2015,01-01-15,31-12-15
28132734,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2014,0,0,2022-03-02T14:06:59Z,2014,01-01-14,31-12-14
28132735,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2013,0,0,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132736,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2012,0,0,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132737,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2011,0,0,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132738,MALARIA_IPTP3_COVERAGE,COUNTRY,MRT,YEAR,2010,0,0,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132739,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2020,36.2,0.36218,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132740,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2019,40.2,0.40184,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132741,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2018,36.9,0.36874,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132742,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2017,41.1,0.411,2022-03-02T14:06:59Z,2017,01-01-17,31-12-17
28132743,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2016,30.3,0.30253,2022-03-02T14:06:59Z,2016,01-01-16,31-12-16
28132744,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2015,26.9,0.26943,2022-03-02T14:06:59Z,2015,01-01-15,31-12-15
28132745,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2014,12.6,0.126,2022-03-02T14:06:59Z,2014,01-01-14,31-12-14
28132746,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2013,20.3,0.20322,2022-03-02T14:06:59Z,2013,01-01-13,31-12-13
28132747,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2012,12.7,0.127,2022-03-02T14:06:59Z,2012,01-01-12,31-12-12
28132748,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2011,13.7,0.13702,2022-03-02T14:06:59Z,2011,01-01-11,31-12-11
28132749,MALARIA_IPTP3_COVERAGE,COUNTRY,MWI,YEAR,2010,18.2,0.182,2022-03-02T14:06:59Z,2010,01-01-10,31-12-10
28132750,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2020,33.9,0.33937,2022-03-02T14:06:59Z,2020,01-01-20,31-12-20
28132751,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2019,39.9,0.39926,2022-03-02T14:06:59Z,2019,01-01-19,31-12-19
28132752,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2018,36.4,0.36356,2022-03-02T14:06:59Z,2018,01-01-18,31-12-18
28132753,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2017,26.1,0.26085,2022-03-02T14:07:00Z,2017,01-01-17,31-12-17
28132754,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2016,14.9,0.14942,2022-03-02T14:07:00Z,2016,01-01-16,31-12-16
28132755,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2015,50.2,0.5015,2022-03-02T14:07:00Z,2015,01-01-15,31-12-15
28132756,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2014,9.9,0.09866,2022-03-02T14:07:00Z,2014,01-01-14,31-12-14
28132757,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2013,0,0,2022-03-02T14:07:00Z,2013,01-01-13,31-12-13
28132758,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2012,0,0,2022-03-02T14:07:00Z,2012,01-01-12,31-12-12
28132759,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2011,0,0,2022-03-02T14:07:00Z,2011,01-01-11,31-12-11
28132760,MALARIA_IPTP3_COVERAGE,COUNTRY,NER,YEAR,2010,0,0,2022-03-02T14:07:00Z,2010,01-01-10,31-12-10
28132761,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2020,20,0.19962,2022-03-02T14:07:00Z,2020,01-01-20,31-12-20
28132762,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2019,16.6,0.166,2022-03-02T14:07:00Z,2019,01-01-19,31-12-19
28132763,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2018,18.1,0.18121,2022-03-02T14:07:00Z,2018,01-01-18,31-12-18
28132764,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2017,16.7,0.16675,2022-03-02T14:07:00Z,2017,01-01-17,31-12-17
28132765,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2016,15.2,0.1523,2022-03-02T14:07:00Z,2016,01-01-16,31-12-16
28132766,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2015,21.4,0.214,2022-03-02T14:07:00Z,2015,01-01-15,31-12-15
28132767,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2014,12.3,0.12339,2022-03-02T14:07:00Z,2014,01-01-14,31-12-14
28132768,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2013,7.1,0.071,2022-03-02T14:07:00Z,2013,01-01-13,31-12-13
28132769,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2012,9.4,0.09447,2022-03-02T14:07:00Z,2012,01-01-12,31-12-12
28132770,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2011,8,0.08002,2022-03-02T14:07:00Z,2011,01-01-11,31-12-11
28132771,MALARIA_IPTP3_COVERAGE,COUNTRY,NGA,YEAR,2010,5.7,0.057,2022-03-02T14:07:00Z,2010,01-01-10,31-12-10
28132772,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2020,48.3,0.48348,2022-03-02T14:07:00Z,2020,01-01-20,31-12-20
28132773,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2019,49.6,0.49603,2022-03-02T14:07:00Z,2019,01-01-19,31-12-19
28132774,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2018,39.7,0.39668,2022-03-02T14:07:00Z,2018,01-01-18,31-12-18
28132775,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2017,40.9,0.40851,2022-03-02T14:07:00Z,2017,01-01-17,31-12-17
28132776,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2016,40,0.40006,2022-03-02T14:07:00Z,2016,01-01-16,31-12-16
28132777,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2015,35,0.34958,2022-03-02T14:07:00Z,2015,01-01-15,31-12-15
28132778,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2014,20.1,0.20053,2022-03-02T14:07:00Z,2014,01-01-14,31-12-14
28132779,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2013,0.11,0.00107,2022-03-02T14:07:00Z,2013,01-01-13,31-12-13
28132780,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2012,0.18,0.00184,2022-03-02T14:07:00Z,2012,01-01-12,31-12-12
28132781,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2011,0.16,0.00155,2022-03-02T14:07:00Z,2011,01-01-11,31-12-11
28132782,MALARIA_IPTP3_COVERAGE,COUNTRY,SEN,YEAR,2010,0.08,7.50E-04,2022-03-02T14:07:00Z,2010,01-01-10,31-12-10
28132783,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2020,59.1,0.59058,2022-03-02T14:07:00Z,2020,01-01-20,31-12-20
28132784,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2019,63.3,0.63318,2022-03-02T14:07:00Z,2019,01-01-19,31-12-19
28132785,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2018,46.1,0.46104,2022-03-02T14:07:00Z,2018,01-01-18,31-12-18
28132786,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2017,10.6,0.10564,2022-03-02T14:07:00Z,2017,01-01-17,31-12-17
28132787,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2016,4.6,0.04601,2022-03-02T14:07:00Z,2016,01-01-16,31-12-16
28132788,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2015,0,0,2022-03-02T14:07:00Z,2015,01-01-15,31-12-15
28132789,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2014,0,0,2022-03-02T14:07:00Z,2014,01-01-14,31-12-14
28132790,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2013,0,0,2022-03-02T14:07:00Z,2013,01-01-13,31-12-13
28132791,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2012,0,0,2022-03-02T14:07:00Z,2012,01-01-12,31-12-12
28132792,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2011,0,0,2022-03-02T14:07:00Z,2011,01-01-11,31-12-11
28132793,MALARIA_IPTP3_COVERAGE,COUNTRY,SLE,YEAR,2010,0,0,2022-03-02T14:07:00Z,2010,01-01-10,31-12-10
28132794,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2020,0,0,2022-03-02T14:07:00Z,2020,01-01-20,31-12-20
28132795,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2019,0,0,2022-03-02T14:07:00Z,2019,01-01-19,31-12-19
28132796,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2018,0,0,2022-03-02T14:07:00Z,2018,01-01-18,31-12-18
28132797,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2017,0,0,2022-03-02T14:07:00Z,2017,01-01-17,31-12-17
28132798,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2016,0,0,2022-03-02T14:07:00Z,2016,01-01-16,31-12-16
28132799,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2015,0,0,2022-03-02T14:07:00Z,2015,01-01-15,31-12-15
28132800,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2014,0,0,2022-03-02T14:07:00Z,2014,01-01-14,31-12-14
28132801,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2013,0,0,2022-03-02T14:07:00Z,2013,01-01-13,31-12-13
28132802,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2012,0,0,2022-03-02T14:07:00Z,2012,01-01-12,31-12-12
28132803,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2011,0,0,2022-03-02T14:07:00Z,2011,01-01-11,31-12-11
28132804,MALARIA_IPTP3_COVERAGE,COUNTRY,SSD,YEAR,2010,0,0,2022-03-02T14:07:00Z,2010,01-01-10,31-12-10
28132805,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2020,25.6,0.25609,2022-03-02T14:07:00Z,2020,01-01-20,31-12-20
28132806,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2019,29.9,0.29856,2022-03-02T14:07:00Z,2019,01-01-19,31-12-19
28132807,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2018,24.6,0.24644,2022-03-02T14:07:00Z,2018,01-01-18,31-12-18
28132808,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2017,21.1,0.21061,2022-03-02T14:07:00Z,2017,01-01-17,31-12-17
28132809,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2016,16.5,0.16473,2022-03-02T14:07:00Z,2016,01-01-16,31-12-16
28132810,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2015,15.6,0.15606,2022-03-02T14:07:00Z,2015,01-01-15,31-12-15
28132811,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2014,0,0,2022-03-02T14:07:01Z,2014,01-01-14,31-12-14
28132812,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2013,0,0,2022-03-02T14:07:01Z,2013,01-01-13,31-12-13
28132813,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2012,0,0,2022-03-02T14:07:01Z,2012,01-01-12,31-12-12
28132814,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2011,0,0,2022-03-02T14:07:01Z,2011,01-01-11,31-12-11
28132815,MALARIA_IPTP3_COVERAGE,COUNTRY,TCD,YEAR,2010,0,0,2022-03-02T14:07:01Z,2010,01-01-10,31-12-10
28132816,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2020,32.1,0.32101,2022-03-02T14:07:01Z,2020,01-01-20,31-12-20
28132817,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2019,37.8,0.37766,2022-03-02T14:07:01Z,2019,01-01-19,31-12-19
28132818,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2018,34.8,0.34761,2022-03-02T14:07:01Z,2018,01-01-18,31-12-18
28132819,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2017,25.3,0.25282,2022-03-02T14:07:01Z,2017,01-01-17,31-12-17
28132820,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2016,29.8,0.29812,2022-03-02T14:07:01Z,2016,01-01-16,31-12-16
28132821,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2015,21.1,0.21129,2022-03-02T14:07:01Z,2015,01-01-15,31-12-15
28132822,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2014,21.4,0.21369,2022-03-02T14:07:01Z,2014,01-01-14,31-12-14
28132823,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2013,0.46,0.00458,2022-03-02T14:07:01Z,2013,01-01-13,31-12-13
28132824,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2012,0.35,0.00349,2022-03-02T14:07:01Z,2012,01-01-12,31-12-12
28132825,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2011,0,0,2022-03-02T14:07:01Z,2011,01-01-11,31-12-11
28132826,MALARIA_IPTP3_COVERAGE,COUNTRY,TGO,YEAR,2010,0,0,2022-03-02T14:07:01Z,2010,01-01-10,31-12-10
28132827,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2020,17.7,0.17725,2022-03-02T14:07:01Z,2020,01-01-20,31-12-20
28132828,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2019,18.7,0.18658,2022-03-02T14:07:01Z,2019,01-01-19,31-12-19
28132829,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2018,18.2,0.18231,2022-03-02T14:07:01Z,2018,01-01-18,31-12-18
28132830,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2017,25.8,0.258,2022-03-02T14:07:01Z,2017,01-01-17,31-12-17
28132831,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2016,17.4,0.17376,2022-03-02T14:07:01Z,2016,01-01-16,31-12-16
28132832,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2015,8,0.08,2022-03-02T14:07:01Z,2015,01-01-15,31-12-15
28132833,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2014,16.5,0.16521,2022-03-02T14:07:01Z,2014,01-01-14,31-12-14
28132834,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2013,16.1,0.16093,2022-03-02T14:07:01Z,2013,01-01-13,31-12-13
28132835,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2012,15.7,0.15666,2022-03-02T14:07:01Z,2012,01-01-12,31-12-12
28132836,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2011,4,0.04,2022-03-02T14:07:01Z,2011,01-01-11,31-12-11
28132837,MALARIA_IPTP3_COVERAGE,COUNTRY,TZA,YEAR,2010,2.7,0.027,2022-03-02T14:07:01Z,2010,01-01-10,31-12-10
28132838,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2020,51.5,0.51547,2022-03-02T14:07:01Z,2020,01-01-20,31-12-20
28132839,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2019,41.2,0.41212,2022-03-02T14:07:01Z,2019,01-01-19,31-12-19
28132840,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2018,34.1,0.34054,2022-03-02T14:07:01Z,2018,01-01-18,31-12-18
28132841,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2017,30.7,0.30721,2022-03-02T14:07:01Z,2017,01-01-17,31-12-17
28132842,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2016,17.2,0.172,2022-03-02T14:07:01Z,2016,01-01-16,31-12-16
28132843,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2015,24.1,0.24053,2022-03-02T14:07:01Z,2015,01-01-15,31-12-15
28132844,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2014,27.5,0.275,2022-03-02T14:07:01Z,2014,01-01-14,31-12-14
28132845,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2013,17.4,0.17385,2022-03-02T14:07:01Z,2013,01-01-13,31-12-13
28132846,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2012,14.1,0.14052,2022-03-02T14:07:01Z,2012,01-01-12,31-12-12
28132847,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2011,10.3,0.103,2022-03-02T14:07:01Z,2011,01-01-11,31-12-11
28132848,MALARIA_IPTP3_COVERAGE,COUNTRY,UGA,YEAR,2010,7.4,0.07384,2022-03-02T14:07:01Z,2010,01-01-10,31-12-10
28132849,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2020,37.3,0.3726,2022-03-02T14:07:01Z,2020,01-01-20,31-12-20
28132850,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2019,43.8,0.43792,2022-03-02T14:07:01Z,2019,01-01-19,31-12-19
28132851,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2018,58.5,0.5846,2022-03-02T14:07:01Z,2018,01-01-18,31-12-18
28132852,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2017,54.8,0.5478,2022-03-02T14:07:01Z,2017,01-01-17,31-12-17
28132853,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2016,55.5,0.5548,2022-03-02T14:07:01Z,2016,01-01-16,31-12-16
28132854,MALARIA_IPTP3_COVERAGE,COUNTRY,ZMB,YEAR,2015,54.1,0.541,2022-03-02T14:07:01Z,2015,01-01-15,31-12-15
